formulation,Anion,molality,Solvent DN,Diluent DN,Anion DN,Solvent CID,Diluent CID,Anion CID,Solvent AN,Diluent AN,Solvent molar mass,Diluent molar mass,Anion molar mass,solvent molar ratio,diluent molar ratio,anion molar ratio,solvent volume,diluent volume,anion volume,Fractional CN solvent,Fractional CN diluent,Fractional CN anion,CN solvent,CN diluent,CN anion,CN total,Fraction Free Solvents,Fraction Free Diluents,Fraction Free Anions,Density [kg/m3],Volume [nm3],anion to solvent ratio
DEA/DCD,PF6,1.0,32.2,3.2,-6.2,12703.0,19869.0,9886.0,13.6,16.7,115.17,156.95,144.964,0.2591922532619345,0.518384506523869,0.1112116201070982,177.36010258286555,143.47530021417475,98.22421574221886,0.5467678879,0.01504572313,0.4381863889,1.93367444,0.05321002,1.54967005,3.53655451,0.270865286,0.9886571,0.092462982,1474.91834,185.146149,0.4290699999999999
MPL/DCD,BF4,0.5,27.3,3.2,7.3,13387.0,19869.0,26255.0,13.3,16.7,99.13,156.95,86.81,0.2929947876227282,0.5859895752454565,0.0605078185659077,139.65543911138744,143.47530021417475,72.88470609916,0.6118367873,0.0007299390066,0.3874332737,2.36225615,0.00281824,1.49585094,3.86092533,0.5327103,0.99971225,0.08041804,1475.9375,161.988083,0.2065149999999999
THF/DME,TFSI,0.5,20.0,20.0,11.2,8028.0,8071.0,4176748.0,8.0,10.2,72.11,90.12,280.15,0.3074699832428859,0.6149399664857718,0.0387950251356711,108.8495765108916,135.53372116858102,209.7630622823716,0.25467,0.50122,0.24411,0.84173,1.65664,0.80683,3.3052,0.89384,0.89553,0.35693,959.10449,166.36583,0.126175
DEA/DCM,BF4,0.5,32.2,1.0,7.3,12703.0,6344.0,26255.0,13.6,20.4,115.17,84.93,86.81,0.3044112230329708,0.6088224460659416,0.0433831654505438,177.36010258286555,88.23001018449519,72.88470609916,0.6405184485,1.12e-06,0.3594804299,2.43261241,4.26e-06,1.36526365,3.79788032,0.66200789,0.9999997,0.08201824,1164.77332,141.662231,0.142515
DME/DCM,PF6,2.0,20.0,1.0,-6.2,8071.0,6344.0,9886.0,10.2,20.4,90.12,84.93,144.964,0.2475296540525555,0.495059308105111,0.1287055189211667,135.53372116858102,88.23001018449519,98.22421574221886,0.5441497438,9.47e-06,0.4558407873,1.69527102,2.95e-05,1.42014893,3.11544945,0.119281874,0.99999234,0.073336796,1327.61133,141.151489,0.5199600000000001
DMSO/DCD,BF4,0.5,29.8,3.2,7.3,679.0,19869.0,26255.0,19.3,16.7,78.14,156.95,86.81,0.2948078442471197,0.5896156884942394,0.0577882336293204,104.6290690568062,143.47530021417475,72.88470609916,0.7620125262,0.0001857526057,0.2378017212,3.04817144,0.00074304,0.95124475,4.00015923,0.4050356,0.99992748,0.25984393,1527.02722,148.653503,0.19602
MPL/DCD,BF4,1.5,27.3,3.2,7.3,13387.0,19869.0,26255.0,13.3,16.7,99.13,156.95,86.81,0.2358996860175179,0.4717993720350358,0.1461504709737231,139.65543911138744,143.47530021417475,72.88470609916,0.3765190866,0.007643218402,0.615837695,1.45166941,0.02946843,2.37436235,3.85550019,0.20529844,0.99088567,0.00665816,1527.97192,170.680679,0.619545
DME/THF,TFSI,0.5,20.0,20.0,11.2,8071.0,8028.0,4176748.0,10.2,8.0,90.12,72.11,280.15,0.3091820896999078,0.6183641793998157,0.0362268654501382,135.53372116858102,108.8495765108916,209.7630622823716,0.29745,0.47697,0.22557,1.05663,1.69432,0.80129,3.55224,0.87625,0.90078,0.29855,958.45715,154.5923,0.11717
DMA/DCD,PF6,2.0,27.8,3.2,-6.2,31374.0,19869.0,9886.0,13.6,16.7,87.12,156.95,144.964,0.2171986585810846,0.4343973171621692,0.1742020121283731,130.98940364974786,143.47530021417475,98.22421574221886,0.3462510219,0.03598698871,0.6177619894,1.39598994,0.14508975,2.49064831,4.031728,0.081978934,0.94184563,0.007006953,1599.11682,180.782806,0.80204
THF/DME,TFSI,2.0,20.0,20.0,11.2,8028.0,8071.0,4176748.0,8.0,10.2,72.11,90.12,280.15,0.2494138773881378,0.4988277547762757,0.1258791839177932,108.8495765108916,135.53372116858102,209.7630622823716,0.22995,0.41075,0.35929,0.79945,1.428,1.24911,3.47656,0.59667,0.63978,0.18536,1156.15222,189.96336,0.5047
DME/DCM,BF4,1.0,20.0,1.0,7.3,8071.0,6344.0,26255.0,10.2,20.4,90.12,84.93,86.81,0.2840941374333799,0.5681882748667598,0.0738587938499301,135.53372116858102,88.23001018449519,72.88470609916,0.4465314195,5.53e-06,0.5534630456,1.40374202,1.74e-05,1.73989847,3.14365789,0.6374914,0.99999775,0.01214532,1191.68494,131.986801,0.25998
DMA/DCD,PF6,1.5,27.8,3.2,-6.2,31374.0,19869.0,9886.0,13.6,16.7,87.12,156.95,144.964,0.2379218950003093,0.4758437900006186,0.143117157499536,130.98940364974786,143.47530021417475,98.22421574221886,0.4094496415,0.0340320023,0.5565183562,1.6319599,0.13564272,2.21813759,3.98574021,0.153426563,0.95926735,0.010032248,1559.05164,174.588623,0.60153
DME/DCM,PF6,1.0,20.0,1.0,-6.2,8071.0,6344.0,9886.0,10.2,20.4,90.12,84.93,144.964,0.2840941374333799,0.5681882748667598,0.0738587938499301,135.53372116858102,88.23001018449519,98.22421574221886,0.7501115019,1.17e-06,0.2498873324,2.24588945,3.49e-06,0.7481812,2.99407414,0.419980953,0.99999955,0.342730538,1240.33362,133.391006,0.25998
DMSO/DCD,TFSI,2.5,29.8,3.2,11.2,679.0,19869.0,4176748.0,19.3,16.7,78.14,156.95,280.15,0.2016047740010483,0.4032095480020967,0.1975928389984274,104.6290690568062,143.47530021417475,209.7630622823716,0.26973,0.06092,0.66935,0.99376,0.22445,2.46606,3.68427,0.02736,0.89014,0.0,1738.9823,214.01959,0.9801
MPL/DCM,BF4,2.0,27.3,1.0,7.3,13387.0,6344.0,26255.0,13.3,20.4,99.13,84.93,86.81,0.2453409748868978,0.4906819497737956,0.1319885376696533,139.65543911138744,88.23001018449519,72.88470609916,0.3697193236,1.84e-06,0.630278839,1.46088226,7.26e-06,2.49043833,3.95132785,0.28041301,0.99999805,1.96e-06,1309.5293,135.086929,0.53798
DMA/DCM,PF6,1.0,27.8,1.0,-6.2,31374.0,6344.0,9886.0,13.6,20.4,87.12,84.93,144.964,0.2845792211635875,0.569158442327175,0.0731311682546187,130.98940364974786,88.23001018449519,98.22421574221886,0.5413735023,1.47e-06,0.4586250307,2.16988974,5.88e-06,1.83822397,4.00811959,0.466666006,0.99999925,0.049511642,1265.9585,129.181015,0.25698
DMSO/DCD,PF6,1.5,29.8,3.2,-6.2,679.0,19869.0,9886.0,19.3,16.7,78.14,156.95,144.964,0.2394567205923201,0.4789134411846402,0.1408149191115197,104.6290690568062,143.47530021417475,98.22421574221886,0.4250230832,0.01649543515,0.5584814817,1.70330535,0.06610644,2.23814784,4.007559629999999,0.009155548,0.98064714,0.017059147,1618.72717,164.301132,0.5880599999999999
DMSO/DCD,BF4,2.5,29.8,3.2,7.3,679.0,19869.0,26255.0,19.3,16.7,78.14,156.95,86.81,0.2016047740010483,0.4032095480020967,0.1975928389984274,104.6290690568062,143.47530021417475,72.88470609916,0.2561563595,0.01467700706,0.7291666334,1.01677079,0.05825798,2.89430774,3.96933651,0.00741059,0.97149362,3.37e-06,1595.73853,167.98494,0.9801
DMA/DME,TFSI,2.0,27.8,20.0,11.2,31374.0,8071.0,4176748.0,13.6,10.2,87.12,90.12,280.15,0.2457340567743964,0.4914681135487929,0.1313989148384053,130.98940364974786,135.53372116858102,209.7630622823716,0.13585,0.45205,0.4121,0.44649,1.48575,1.35446,3.2867,0.76145,0.60291,0.12245,1169.75684,198.92702,0.53472
DEA/DCD,TFSI,2.5,32.2,3.2,11.2,12703.0,19869.0,4176748.0,13.6,16.7,115.17,156.95,280.15,0.1943502385649178,0.3887004771298357,0.2084746421526232,177.36010258286555,143.47530021417475,209.7630622823716,0.28637,0.04966,0.66397,0.97042,0.16829,2.25002,3.38873,0.0813,0.9098,0.00998,1622.08362,251.1828,1.0726749999999998
DMSO/DCM,BF4,2.0,29.8,1.0,7.3,679.0,6344.0,26255.0,19.3,20.4,78.14,84.93,86.81,0.250501002004008,0.501002004008016,0.1242484969939879,104.6290690568062,88.23001018449519,72.88470609916,0.4928553236,8.689740329e-05,0.507057779,1.96955183,0.00034726,2.02630778,3.99620687,0.02428167,0.99991397,0.01997233,1341.11316,121.602989,0.496
DMSO/DCM,TFSI,1.5,29.8,1.0,11.2,679.0,6344.0,4176748.0,19.3,20.4,78.14,84.93,280.15,0.2670940170940171,0.5341880341880342,0.0993589743589743,104.6290690568062,88.23001018449519,209.7630622823716,0.65767,0.01356,0.32877,2.65108,0.05467,1.3253,4.0310500000000005,0.02105,0.98991,0.16238,1424.66614,137.40678,0.372
DEA/DCD,PF6,2.5,32.2,3.2,-6.2,12703.0,19869.0,9886.0,13.6,16.7,115.17,156.95,144.964,0.1943502385649178,0.3887004771298357,0.2084746421526232,177.36010258286555,143.47530021417475,98.22421574221886,0.3060608505,0.04545484983,0.6484842997,1.13626195,0.16875277,2.40752136,3.71253608,0.075963169,0.90956909,0.00717191,1573.27795,208.04158,1.0726749999999998
DMA/DCM,TFSI,0.5,27.8,1.0,11.2,31374.0,6344.0,4176748.0,13.6,20.4,87.12,84.93,280.15,0.3070328955044243,0.6140657910088486,0.0394506567433634,130.98940364974786,88.23001018449519,209.7630622823716,0.62059,0.00014,0.37927,2.35817,0.00052,1.44118,3.79987,0.70316,0.99997,0.09525,1252.8811,129.39677,0.12849
DEA/DCD,TFSI,2.0,32.2,3.2,11.2,12703.0,19869.0,4176748.0,13.6,16.7,115.17,156.95,280.15,0.2120315163645924,0.4240630327291849,0.1819527254531113,177.36010258286555,143.47530021417475,209.7630622823716,0.32598,0.05921,0.61482,1.11292,0.20214,2.09906,3.41412,0.12747,0.91353,0.01027,1598.74194,233.38165,0.8581399999999999
DMA/DCM,TFSI,2.5,27.8,1.0,11.2,31374.0,6344.0,4176748.0,13.6,20.4,87.12,84.93,280.15,0.2333776750916007,0.4667553501832014,0.1499334873625989,130.98940364974786,88.23001018449519,209.7630622823716,0.36501,0.00016,0.63483,1.35329,0.0006,2.35364,3.70753,0.16337,0.99981,0.0057,1472.14673,165.49617,0.6424500000000001
DMA/DCD,BF4,1.5,27.8,3.2,7.3,31374.0,19869.0,26255.0,13.6,16.7,87.12,156.95,86.81,0.2379218950003093,0.4758437900006186,0.143117157499536,130.98940364974786,143.47530021417475,72.88470609916,0.3684723163,0.003438574782,0.628089109,1.43561022,0.01339708,2.44710689,3.896114190000001,0.20633698,0.99597708,0.00290185,1498.53699,168.971298,0.60153
MPL/DCD,BF4,1.0,27.3,3.2,7.3,13387.0,19869.0,26255.0,13.3,16.7,99.13,156.95,86.81,0.2613654778022299,0.5227309556044599,0.107951783296655,139.65543911138744,143.47530021417475,72.88470609916,0.4613286767,0.002559545233,0.5361117781,1.78144341,0.00988381,2.07022204,3.86154926,0.30478506,0.99796684,0.02931058,1509.13403,165.618011,0.4130299999999999
DME/DCD,PF6,2.5,20.0,3.2,-6.2,8071.0,19869.0,9886.0,10.2,16.7,90.12,156.95,144.964,0.1991992191390609,0.3983984382781219,0.2012011712914085,135.53372116858102,143.47530021417475,98.22421574221886,0.2695032323,0.02252666375,0.707970104,0.95066779,0.0794624,2.49735177,3.52748196,0.040939845,0.95991784,0.003844153,1609.68518,191.439133,1.01005
DMA/DCD,BF4,0.5,27.8,3.2,7.3,31374.0,19869.0,26255.0,13.6,16.7,87.12,156.95,86.81,0.2940294382273553,0.5880588764547107,0.058955842658967,130.98940364974786,143.47530021417475,72.88470609916,0.5995444656,0.0004614370918,0.3999940973,2.30811262,0.00177643,1.53988816,3.84977721,0.54562467,0.99982396,0.05909098,1457.87769,159.223251,0.20051
DEA/DCD,BF4,2.0,32.2,3.2,7.3,12703.0,19869.0,26255.0,13.6,16.7,115.17,156.95,86.81,0.2120315163645924,0.4240630327291849,0.1819527254531113,177.36010258286555,143.47530021417475,72.88470609916,0.3220578721,0.01077514701,0.6671669809,1.18451867,0.03963065,2.45381906,3.67796838,0.14372615,0.98304266,0.00106872,1464.76404,192.587463,0.8581399999999999
MPL/DCD,BF4,2.5,27.3,3.2,7.3,13387.0,19869.0,26255.0,13.3,16.7,99.13,156.95,86.81,0.1974275194219322,0.3948550388438644,0.2038587208671016,139.65543911138744,143.47530021417475,72.88470609916,0.2767851456,0.01382565478,0.7093891997,1.07718856,0.05380649,2.76079097,3.89178602,0.08051745,0.9722953,2.04e-06,1558.27295,181.193512,1.032575
MPL/DCM,TFSI,0.5,27.3,1.0,11.2,13387.0,6344.0,4176748.0,13.3,20.4,99.13,84.93,280.15,0.3059048819360108,0.6118097638720216,0.0411426770959837,139.65543911138744,88.23001018449519,209.7630622823716,0.60951,4e-05,0.39046,2.3726,0.00014,1.5199,3.89264,0.68788,0.99999,0.11766,1285.34387,132.03764,0.134495
DME/DCM,PF6,1.5,20.0,1.0,-6.2,8071.0,6344.0,9886.0,10.2,20.4,90.12,84.93,144.964,0.2645544638274681,0.5291089276549363,0.1031683042587977,135.53372116858102,88.23001018449519,98.22421574221886,0.6853712616,3.49e-06,0.3146252518,2.06404486,1.05e-05,0.94751658,3.0115719400000005,0.200416105,0.99999797,0.23068459,1275.47852,138.219284,0.38997
DEA/DCD,PF6,0.5,32.2,3.2,-6.2,12703.0,19869.0,9886.0,13.6,16.7,115.17,156.95,144.964,0.2916242596389108,0.5832485192778216,0.0625636105416337,177.36010258286555,143.47530021417475,98.22421574221886,0.7939337963,0.004278083303,0.2017881204,2.88970129,0.01557105,0.73445342,3.63972576,0.410615806,0.99834002,0.426394173,1423.73694,179.222946,0.2145349999999999
DEA/DCM,TFSI,1.0,32.2,1.0,11.2,12703.0,6344.0,4176748.0,13.6,20.4,115.17,84.93,280.15,0.2801073371315888,0.5602146742631776,0.0798389943026167,177.36010258286555,88.23001018449519,209.7630622823716,0.62582,1e-05,0.37418,2.35013,3e-05,1.40514,3.7553,0.35078,1.0,0.07232,1287.18347,157.25804,0.28503
DME/DCD,BF4,1.5,20.0,3.2,7.3,8071.0,19869.0,26255.0,10.2,16.7,90.12,156.95,86.81,0.2374135221245661,0.4748270442491322,0.1438797168131508,135.53372116858102,143.47530021417475,72.88470609916,0.3529579494,0.0008428529447,0.6461991977,1.1559233,0.00276031,2.11627677,3.27496038,0.30238969,0.99916693,0.00778742,1473.44153,173.082108,0.60603
DEA/DCD,PF6,1.5,32.2,3.2,-6.2,12703.0,19869.0,9886.0,13.6,16.7,115.17,156.95,144.964,0.2332519284103181,0.4665038568206363,0.1501221073845227,177.36010258286555,143.47530021417475,98.22421574221886,0.4509653851,0.0155323196,0.5335022953,1.58395632,0.05455522,1.87385631,3.51236785,0.147852667,0.98247137,0.046936672,1504.92017,193.523071,0.643605
MPL/DCM,BF4,1.5,27.3,1.0,7.3,13387.0,6344.0,26255.0,13.3,20.4,99.13,84.93,86.81,0.2626760914848291,0.5253521829696582,0.1059858627727562,139.65543911138744,88.23001018449519,72.88470609916,0.4015052241,1.04e-06,0.5984937376,1.58551849,4.1e-06,2.36341355,3.94893614,0.39859373,0.99999917,0.02054188,1276.26074,133.061066,0.403485
