formulation,Anion,molality,Solvent DN,Diluent DN,Anion DN,Solvent CID,Diluent CID,Anion CID,Solvent AN,Diluent AN,Solvent molar mass,Diluent molar mass,Anion molar mass,solvent molar ratio,diluent molar ratio,anion molar ratio,solvent volume,diluent volume,anion volume,Fractional CN solvent,Fractional CN diluent,Fractional CN anion,CN solvent,CN diluent,CN anion,CN total,Fraction Free Solvents,Fraction Free Diluents,Fraction Free Anions,Density [kg/m3],Volume [nm3],anion to solvent ratio
DMSO/DCD,PF6,0.5,29.8,3.2,-6.2,679.0,19869.0,9886.0,19.3,16.7,78.14,156.95,144.964,0.2948078442471197,0.5896156884942394,0.0577882336293204,104.6290690568062,143.47530021417475,98.22421574221886,0.8807814723,0.001241094228,0.1179774335,3.52148162,0.00496206,0.47168949,3.99813317,0.312692173,0.99951587,0.595884052,1549.82935,150.447144,0.19602
DMSO/DCD,PF6,1.5,29.8,3.2,-6.2,679.0,19869.0,9886.0,19.3,16.7,78.14,156.95,144.964,0.2394567205923201,0.4789134411846402,0.1408149191115197,104.6290690568062,143.47530021417475,98.22421574221886,0.4250230832,0.01649543515,0.5584814817,1.70330535,0.06610644,2.23814784,4.007559629999999,0.009155548,0.98064714,0.017059147,1618.72717,164.301132,0.5880599999999999
DMSO/DCD,BF4,0.5,29.8,3.2,7.3,679.0,19869.0,26255.0,19.3,16.7,78.14,156.95,86.81,0.2948078442471197,0.5896156884942394,0.0577882336293204,104.6290690568062,143.47530021417475,72.88470609916,0.7620125262,0.0001857526057,0.2378017212,3.04817144,0.00074304,0.95124475,4.00015923,0.4050356,0.99992748,0.25984393,1527.02722,148.653503,0.19602
DEA/DCM,BF4,2.5,32.2,1.0,7.3,12703.0,6344.0,26255.0,13.6,20.4,115.17,84.93,86.81,0.2259810401907279,0.4519620803814559,0.161028439713908,177.36010258286555,88.23001018449519,72.88470609916,0.3632713467,8.84e-06,0.6367198141,1.36854655,3.33e-05,2.39870475,3.7672846,0.17670753,0.99998814,0.00423354,1276.18335,152.71814,0.7125750000000001
DME/MPL,TFSI,1.0,20.0,27.3,11.2,8071.0,13387.0,4176748.0,10.2,13.3,90.12,99.13,280.15,0.2795826390364463,0.5591652780728927,0.0806260414453304,135.53372116858102,139.65543911138744,209.7630622823716,0.20975,0.47005,0.3202,0.71629,1.60519,1.09345,3.41493,0.7935,0.76927,0.205,1133.30127,181.09097,0.28838
DME/DCD,PF6,1.5,20.0,3.2,-6.2,8071.0,19869.0,9886.0,10.2,16.7,90.12,156.95,144.964,0.2374135221245661,0.4748270442491322,0.1438797168131508,135.53372116858102,143.47530021417475,98.22421574221886,0.4632345739,0.006685554928,0.5300798711,1.47029813,0.02121983,1.68246389,3.17398185,0.11254167,0.99359627,0.059276638,1535.83679,178.472244,0.60603
DEA/DCD,PF6,1.5,32.2,3.2,-6.2,12703.0,19869.0,9886.0,13.6,16.7,115.17,156.95,144.964,0.2332519284103181,0.4665038568206363,0.1501221073845227,177.36010258286555,143.47530021417475,98.22421574221886,0.4509653851,0.0155323196,0.5335022953,1.58395632,0.05455522,1.87385631,3.51236785,0.147852667,0.98247137,0.046936672,1504.92017,193.523071,0.643605
DMSO/DCD,BF4,2.5,29.8,3.2,7.3,679.0,19869.0,26255.0,19.3,16.7,78.14,156.95,86.81,0.2016047740010483,0.4032095480020967,0.1975928389984274,104.6290690568062,143.47530021417475,72.88470609916,0.2561563595,0.01467700706,0.7291666334,1.01677079,0.05825798,2.89430774,3.96933651,0.00741059,0.97149362,3.37e-06,1595.73853,167.98494,0.9801
DME/DCD,PF6,1.0,20.0,3.2,-6.2,8071.0,19869.0,9886.0,10.2,16.7,90.12,156.95,144.964,0.2626022835894581,0.5252045671789162,0.1060965746158128,135.53372116858102,143.47530021417475,98.22421574221886,0.5982784649,0.001675438813,0.4000460963,1.85663068,0.00519937,1.24145845,3.1032885,0.252892611,0.99895418,0.143789452,1492.81567,172.294617,0.4040199999999999
DMSO/DCM,PF6,0.5,29.8,1.0,-6.2,679.0,6344.0,9886.0,19.3,20.4,78.14,84.93,144.964,0.3078817733990147,0.6157635467980295,0.0381773399014778,104.6290690568062,88.23001018449519,98.22421574221886,0.984070166,0.000173124288,0.01575670968,3.93714948,0.00069265,0.06304075,4.00088288,0.515253066,0.99995736,0.937129973,1303.65845,113.117393,0.124
DMSO/DCD,TFSI,2.5,29.8,3.2,11.2,679.0,19869.0,4176748.0,19.3,16.7,78.14,156.95,280.15,0.2016047740010483,0.4032095480020967,0.1975928389984274,104.6290690568062,143.47530021417475,209.7630622823716,0.26973,0.06092,0.66935,0.99376,0.22445,2.46606,3.68427,0.02736,0.89014,0.0,1738.9823,214.01959,0.9801
MPL/DCM,BF4,1.5,27.3,1.0,7.3,13387.0,6344.0,26255.0,13.3,20.4,99.13,84.93,86.81,0.2626760914848291,0.5253521829696582,0.1059858627727562,139.65543911138744,88.23001018449519,72.88470609916,0.4015052241,1.04e-06,0.5984937376,1.58551849,4.1e-06,2.36341355,3.94893614,0.39859373,0.99999917,0.02054188,1276.26074,133.061066,0.403485
DME/DCM,PF6,2.0,20.0,1.0,-6.2,8071.0,6344.0,9886.0,10.2,20.4,90.12,84.93,144.964,0.2475296540525555,0.495059308105111,0.1287055189211667,135.53372116858102,88.23001018449519,98.22421574221886,0.5441497438,9.47e-06,0.4558407873,1.69527102,2.95e-05,1.42014893,3.11544945,0.119281874,0.99999234,0.073336796,1327.61133,141.151489,0.5199600000000001
DMSO/DCM,PF6,2.5,29.8,1.0,-6.2,679.0,6344.0,9886.0,19.3,20.4,78.14,84.93,144.964,0.2358490566037735,0.4716981132075471,0.1462264150943396,104.6290690568062,88.23001018449519,98.22421574221886,0.3984106066,7.070183879e-05,0.6015186915,1.61929695,0.00028736,2.44480786,4.06439217,0.001899304,0.99991112,0.014148564,1438.14136,131.479553,0.62
DME/DCM,BF4,0.5,20.0,1.0,7.3,8071.0,6344.0,26255.0,10.2,20.4,90.12,84.93,86.81,0.3067503481616451,0.6135006963232903,0.0398744777575322,135.53372116858102,88.23001018449519,72.88470609916,0.6044832758,3.49e-06,0.3955132353,1.81924276,1.05e-05,1.19033002,3.00958328,0.76508532,0.99999932,0.12441587,1164.6167,129.245667,0.12999
DMA/DME,TFSI,2.0,27.8,20.0,11.2,31374.0,8071.0,4176748.0,13.6,10.2,87.12,90.12,280.15,0.2457340567743964,0.4914681135487929,0.1313989148384053,130.98940364974786,135.53372116858102,209.7630622823716,0.13585,0.45205,0.4121,0.44649,1.48575,1.35446,3.2867,0.76145,0.60291,0.12245,1169.75684,198.92702,0.53472
DME/DCD,TFSI,0.2,20.0,3.2,11.2,8071.0,19869.0,4176748.0,10.2,16.7,90.12,156.95,280.15,0.3162947462177474,0.6325894924354948,0.0255578806733788,135.53372116858102,143.47530021417475,209.7630622823716,0.7481,0.00104,0.25086,2.30778,0.00321,0.77386,3.0848500000000003,0.81981,0.99987,0.33841,1433.30261,164.51379,0.080804
DMSO/DCM,BF4,1.5,29.8,1.0,7.3,679.0,6344.0,26255.0,19.3,20.4,78.14,84.93,86.81,0.2670940170940171,0.5341880341880342,0.0993589743589743,104.6290690568062,88.23001018449519,72.88470609916,0.6197195251,0.0001193632622,0.3801611116,2.47128213,0.00047599,1.51598477,3.98774289,0.08730239,0.99991209,0.07267767,1319.17822,118.61602,0.372
DMSO/DCD,TFSI,2.0,29.8,3.2,11.2,679.0,19869.0,4176748.0,19.3,16.7,78.14,156.95,280.15,0.2189065181604847,0.4378130363209694,0.1716402227592728,104.6290690568062,143.47530021417475,209.7630622823716,0.3343,0.05133,0.61436,1.25271,0.19236,2.30216,3.74723,0.01887,0.92468,0.00652,1698.84412,200.83699,0.78408
DMA/DCD,PF6,1.5,27.8,3.2,-6.2,31374.0,19869.0,9886.0,13.6,16.7,87.12,156.95,144.964,0.2379218950003093,0.4758437900006186,0.143117157499536,130.98940364974786,143.47530021417475,98.22421574221886,0.4094496415,0.0340320023,0.5565183562,1.6319599,0.13564272,2.21813759,3.98574021,0.153426563,0.95926735,0.010032248,1559.05164,174.588623,0.60153
DME/DCM,TFSI,0.5,20.0,1.0,11.2,8071.0,6344.0,4176748.0,10.2,20.4,90.12,84.93,280.15,0.3067503481616451,0.6135006963232903,0.0398744777575322,135.53372116858102,88.23001018449519,209.7630622823716,0.67979,0.00044,0.31977,2.10691,0.00137,0.99106,3.09934,0.72794,0.99991,0.20802,1195.84644,137.35442,0.12999
DMSO/DCD,TFSI,1.5,29.8,3.2,11.2,679.0,19869.0,4176748.0,19.3,16.7,78.14,156.95,280.15,0.2394567205923201,0.4789134411846402,0.1408149191115197,104.6290690568062,143.47530021417475,209.7630622823716,0.42977,0.03664,0.53359,1.64155,0.13994,2.03812,3.81961,0.03883,0.95905,0.04364,1668.86292,185.5925,0.5880599999999999
DME/DCM,TFSI,0.2,20.0,1.0,11.2,8071.0,6344.0,4176748.0,10.2,20.4,90.12,84.93,280.15,0.3221657787777804,0.6443315575555608,0.0167513318333294,135.53372116858102,88.23001018449519,209.7630622823716,0.62866,0.0,0.37134,1.99297,0.0,1.17721,3.17018,0.89826,1.0,0.22595,1162.36853,130.64752,0.051996
DMA/DCM,BF4,1.5,27.8,1.0,7.3,31374.0,6344.0,26255.0,13.6,20.4,87.12,84.93,86.81,0.2651858687754246,0.5303717375508493,0.1022211968368629,130.98940364974786,88.23001018449519,72.88470609916,0.3622168139,1.78e-06,0.637781408,1.43209519,7.03e-06,2.52159384,3.95369606,0.47048488,0.99999865,6.25e-06,1247.36646,130.062073,0.38547
MPL/DCD,BF4,1.5,27.3,3.2,7.3,13387.0,19869.0,26255.0,13.3,16.7,99.13,156.95,86.81,0.2358996860175179,0.4717993720350358,0.1461504709737231,139.65543911138744,143.47530021417475,72.88470609916,0.3765190866,0.007643218402,0.615837695,1.45166941,0.02946843,2.37436235,3.85550019,0.20529844,0.99088567,0.00665816,1527.97192,170.680679,0.619545
DMSO/DCD,PF6,2.5,29.8,3.2,-6.2,679.0,19869.0,9886.0,19.3,16.7,78.14,156.95,144.964,0.2016047740010483,0.4032095480020967,0.1975928389984274,104.6290690568062,143.47530021417475,98.22421574221886,0.2409698723,0.0423215865,0.7167085412,1.01446415,0.17817054,3.01728641,4.2099211,0.01248391,0.91286359,0.002447424,1679.82629,177.995941,0.9801
DMA/DCM,BF4,1.0,27.8,1.0,7.3,31374.0,6344.0,26255.0,13.6,20.4,87.12,84.93,86.81,0.2845792211635875,0.569158442327175,0.0731311682546187,130.98940364974786,88.23001018449519,72.88470609916,0.4092146227,2.39e-06,0.5907829903,1.61320875,9.41e-06,2.32898884,3.942207,0.59420888,0.9999988,0.01458633,1217.40173,127.706444,0.25698
DEA/DCM,BF4,1.5,32.2,1.0,7.3,12703.0,6344.0,26255.0,13.6,20.4,115.17,84.93,86.81,0.2593973162753658,0.5187946325507317,0.1109040255869512,177.36010258286555,88.23001018449519,72.88470609916,0.4705203506,3.05e-06,0.5294765971,1.78820601,1.16e-05,2.0122684,3.80048601,0.30201703,0.99999752,0.00990338,1221.92236,147.26825,0.427545
DMA/DCM,TFSI,0.5,27.8,1.0,11.2,31374.0,6344.0,4176748.0,13.6,20.4,87.12,84.93,280.15,0.3070328955044243,0.6140657910088486,0.0394506567433634,130.98940364974786,88.23001018449519,209.7630622823716,0.62059,0.00014,0.37927,2.35817,0.00052,1.44118,3.79987,0.70316,0.99997,0.09525,1252.8811,129.39677,0.12849
DMSO/DCD,PF6,1.0,29.8,3.2,-6.2,679.0,19869.0,9886.0,19.3,16.7,78.14,156.95,144.964,0.2642650261093845,0.5285300522187691,0.1036024608359231,104.6290690568062,143.47530021417475,98.22421574221886,0.6036012669,0.01260826165,0.3837904715,2.40581625,0.05025364,1.52970082,3.98577071,0.064422304,0.99019238,0.147119567,1593.53247,156.60997,0.39204
DME/DCD,PF6,0.5,20.0,3.2,-6.2,8071.0,19869.0,9886.0,10.2,16.7,90.12,156.95,144.964,0.2937703068724625,0.587540613744925,0.0593445396913061,135.53372116858102,143.47530021417475,98.22421574221886,0.769032007,0.002842001417,0.2281259915,2.31246348,0.00854584,0.68597018,3.0069795,0.534731071,0.99914028,0.383815138,1456.93408,164.938126,0.2020099999999999
DMA/DCD,TFSI,1.0,27.8,3.2,11.2,31374.0,19869.0,4176748.0,13.6,16.7,87.12,156.95,280.15,0.2630166962998811,0.5260333925997622,0.1054749555501783,130.98940364974786,143.47530021417475,209.7630622823716,0.48138,0.03163,0.48699,1.7428,0.1145,1.7631,3.6204,0.32223,0.97713,0.03055,1560.77954,182.69444,0.40102
DME/DCM,BF4,1.5,20.0,1.0,7.3,8071.0,6344.0,26255.0,10.2,20.4,90.12,84.93,86.81,0.2645544638274681,0.5291089276549363,0.1031683042587977,135.53372116858102,88.23001018449519,72.88470609916,0.3808164798,7e-06,0.6191765235,1.22462288,2.25e-05,1.99113688,3.21578226,0.52565735,0.99999565,0.00020464,1209.82922,135.59906,0.38997
DMA/DCD,PF6,0.5,27.8,3.2,-6.2,31374.0,19869.0,9886.0,13.6,16.7,87.12,156.95,144.964,0.2940294382273553,0.5880588764547107,0.058955842658967,130.98940364974786,143.47530021417475,98.22421574221886,0.6696178606,0.005273378319,0.3251087611,2.65078413,0.02087547,1.28699247,3.95865207,0.48356366,0.99793126,0.117610029,1482.03113,160.855194,0.20051
DMA/DCD,BF4,2.5,27.8,3.2,7.3,31374.0,19869.0,26255.0,13.6,16.7,87.12,156.95,86.81,0.1997962078679746,0.3995924157359493,0.200305688198038,130.98940364974786,143.47530021417475,72.88470609916,0.2664108375,0.01683569176,0.7167534708,1.04404119,0.06597763,2.80889529,3.91891411,0.10075097,0.96701681,0.0047334,1540.11231,177.99617,1.00255
