formulation,Anion,molality,Solvent DN,Diluent DN,Anion DN,Solvent CID,Diluent CID,Anion CID,Solvent AN,Diluent AN,Solvent molar mass,Diluent molar mass,Anion molar mass,solvent molar ratio,diluent molar ratio,anion molar ratio,solvent volume,diluent volume,anion volume,Fractional CN solvent,Fractional CN diluent,Fractional CN anion,CN solvent,CN diluent,CN anion,CN total,Fraction Free Solvents,Fraction Free Diluents,Fraction Free Anions,Density [kg/m3],Volume [nm3],anion to solvent ratio
MPL/DCD,BF4,0.5,27.3,3.2,7.3,13387.0,19869.0,26255.0,13.3,16.7,99.13,156.95,86.81,0.2929947876227282,0.5859895752454565,0.0605078185659077,139.65543911138744,143.47530021417475,72.88470609916,0.6118367873,0.0007299390066,0.3874332737,2.36225615,0.00281824,1.49585094,3.86092533,0.5327103,0.99971225,0.08041804,1475.9375,161.988083,0.2065149999999999
THF/DME,TFSI,2.5,20.0,20.0,11.2,8028.0,8071.0,4176748.0,8.0,10.2,72.11,90.12,280.15,0.2346453921511116,0.4692907843022232,0.1480319117733325,108.8495765108916,135.53372116858102,209.7630622823716,0.22202,0.38244,0.39554,0.78063,1.34465,1.39073,3.51601,0.50771,0.57602,0.14144,1211.8075,197.76077,0.6308750000000001
DMA/DCD,BF4,1.0,27.8,3.2,7.3,31374.0,19869.0,26255.0,13.6,16.7,87.12,156.95,86.81,0.2630166962998811,0.5260333925997622,0.1054749555501783,130.98940364974786,143.47530021417475,72.88470609916,0.4329801428,0.004177228471,0.5628426287,1.68762013,0.01628152,2.19378317,3.89768482,0.36866205,0.99674971,0.04347565,1481.06592,163.847443,0.40102
DME/DCM,PF6,1.5,20.0,1.0,-6.2,8071.0,6344.0,9886.0,10.2,20.4,90.12,84.93,144.964,0.2645544638274681,0.5291089276549363,0.1031683042587977,135.53372116858102,88.23001018449519,98.22421574221886,0.6853712616,3.49e-06,0.3146252518,2.06404486,1.05e-05,0.94751658,3.0115719400000005,0.200416105,0.99999797,0.23068459,1275.47852,138.219284,0.38997
DME/DCD,BF4,2.5,20.0,3.2,7.3,8071.0,19869.0,26255.0,10.2,16.7,90.12,156.95,86.81,0.1991992191390609,0.3983984382781219,0.2012011712914085,135.53372116858102,143.47530021417475,72.88470609916,0.2452259135,0.004475356228,0.7502987302,0.85759224,0.015651,2.62390854,3.49715178,0.13505796,0.99210422,0.00042007,1503.49536,183.748749,1.01005
MPL/DCM,BF4,0.5,27.3,1.0,7.3,13387.0,6344.0,26255.0,13.3,20.4,99.13,84.93,86.81,0.3059048819360108,0.6118097638720216,0.0411426770959837,139.65543911138744,88.23001018449519,72.88470609916,0.5038792369,5.77e-07,0.496120186,1.98192477,2.27e-06,1.95140584,3.93333288,0.7409565,0.99999985,0.09091477,1241.47473,125.384163,0.134495
DME/MPL,TFSI,2.0,20.0,27.3,11.2,8071.0,13387.0,4176748.0,10.2,13.3,90.12,99.13,280.15,0.2407596448313719,0.4815192896627439,0.138860532752942,135.53372116858102,139.65543911138744,209.7630622823716,0.17729,0.43405,0.38866,0.61768,1.51224,1.35412,3.48404,0.64386,0.56583,0.07845,1256.43457,199.76682,0.57676
DME/DCD,PF6,1.0,20.0,3.2,-6.2,8071.0,19869.0,9886.0,10.2,16.7,90.12,156.95,144.964,0.2626022835894581,0.5252045671789162,0.1060965746158128,135.53372116858102,143.47530021417475,98.22421574221886,0.5982784649,0.001675438813,0.4000460963,1.85663068,0.00519937,1.24145845,3.1032885,0.252892611,0.99895418,0.143789452,1492.81567,172.294617,0.4040199999999999
DME/THF,TFSI,1.0,20.0,20.0,11.2,8071.0,8028.0,4176748.0,10.2,8.0,90.12,72.11,280.15,0.2882941061152946,0.5765882122305892,0.0675588408270581,135.53372116858102,108.8495765108916,209.7630622823716,0.21395,0.53772,0.24833,0.78359,1.96941,0.90952,3.66252,0.81646,0.76935,0.2464,1027.09766,162.36182,0.23434
DMSO/DCD,BF4,2.0,29.8,3.2,7.3,679.0,19869.0,26255.0,19.3,16.7,78.14,156.95,86.81,0.2189065181604847,0.4378130363209694,0.1716402227592728,104.6290690568062,143.47530021417475,72.88470609916,0.3159147319,0.008726310037,0.6753589581,1.25476504,0.03465957,2.68242258,3.97184719,0.01806937,0.98642057,0.00384119,1574.49719,163.756302,0.78408
DMA/DCM,PF6,2.5,27.8,1.0,-6.2,31374.0,6344.0,9886.0,13.6,20.4,87.12,84.93,144.964,0.2333776750916007,0.4667553501832014,0.1499334873625989,130.98940364974786,88.23001018449519,98.22421574221886,0.3989603868,3.077751377e-05,0.6010088356,1.60348884,0.0001237,2.41555551,4.01916805,0.10934123,0.99996044,0.005427193,1379.62256,141.94072,0.6424500000000001
DME/DCM,PF6,0.5,20.0,1.0,-6.2,8071.0,6344.0,9886.0,10.2,20.4,90.12,84.93,144.964,0.3067503481616451,0.6135006963232903,0.0398744777575322,135.53372116858102,88.23001018449519,98.22421574221886,0.8991279988,0.0,0.1008720012,2.694184,0.0,0.302257,2.996441,0.65210253,1.0,0.719423331,1184.07678,130.56839,0.12999
DMA/DCD,TFSI,2.5,27.8,3.2,11.2,31374.0,19869.0,4176748.0,13.6,16.7,87.12,156.95,280.15,0.1997962078679746,0.3995924157359493,0.200305688198038,130.98940364974786,143.47530021417475,209.7630622823716,0.26548,0.07327,0.66126,0.97053,0.26784,2.41741,3.65578,0.12077,0.8661,0.00601,1671.34851,227.65208,1.00255
MPL/DCD,BF4,2.5,27.3,3.2,7.3,13387.0,19869.0,26255.0,13.3,16.7,99.13,156.95,86.81,0.1974275194219322,0.3948550388438644,0.2038587208671016,139.65543911138744,143.47530021417475,72.88470609916,0.2767851456,0.01382565478,0.7093891997,1.07718856,0.05380649,2.76079097,3.89178602,0.08051745,0.9722953,2.04e-06,1558.27295,181.193512,1.032575
DME/DCD,PF6,1.5,20.0,3.2,-6.2,8071.0,19869.0,9886.0,10.2,16.7,90.12,156.95,144.964,0.2374135221245661,0.4748270442491322,0.1438797168131508,135.53372116858102,143.47530021417475,98.22421574221886,0.4632345739,0.006685554928,0.5300798711,1.47029813,0.02121983,1.68246389,3.17398185,0.11254167,0.99359627,0.059276638,1535.83679,178.472244,0.60603
DMSO/DCD,PF6,2.0,29.8,3.2,-6.2,679.0,19869.0,9886.0,19.3,16.7,78.14,156.95,144.964,0.2189065181604847,0.4378130363209694,0.1716402227592728,104.6290690568062,143.47530021417475,98.22421574221886,0.3105520851,0.03382327326,0.6556246416,1.27238964,0.13858024,2.68621607,4.09718595,0.009195186,0.94570407,0.009272716,1661.53711,170.087448,0.78408
DME/DCM,BF4,2.5,20.0,1.0,7.3,8071.0,6344.0,26255.0,10.2,20.4,90.12,84.93,86.81,0.2325635479894881,0.4651270959789762,0.1511546780157678,135.53372116858102,88.23001018449519,72.88470609916,0.2871218859,6.62e-06,0.7128714904,0.9839964,2.27e-05,2.44308433,3.42710343,0.3618741,0.99999264,0.00105342,1256.90491,141.410126,0.64995
DMA/DME,TFSI,1.0,27.8,20.0,11.2,31374.0,8071.0,4176748.0,13.6,10.2,87.12,90.12,280.15,0.2829078399420605,0.565815679884121,0.0756382400869093,130.98940364974786,135.53372116858102,209.7630622823716,0.11725,0.54768,0.33507,0.37362,1.74521,1.06773,3.18656,0.90019,0.76678,0.18772,1042.9342,182.43706,0.26736
DEA/DCD,TFSI,2.5,32.2,3.2,11.2,12703.0,19869.0,4176748.0,13.6,16.7,115.17,156.95,280.15,0.1943502385649178,0.3887004771298357,0.2084746421526232,177.36010258286555,143.47530021417475,209.7630622823716,0.28637,0.04966,0.66397,0.97042,0.16829,2.25002,3.38873,0.0813,0.9098,0.00998,1622.08362,251.1828,1.0726749999999998
DMSO/DCM,BF4,2.5,29.8,1.0,7.3,679.0,6344.0,26255.0,19.3,20.4,78.14,84.93,86.81,0.2358490566037735,0.4716981132075471,0.1462264150943396,104.6290690568062,88.23001018449519,72.88470609916,0.4012958564,7.243581778e-05,0.5986317078,1.60139809,0.00028906,2.38888007,3.99056722,0.00971408,0.99991059,0.01403522,1359.64429,124.689766,0.62
DMSO/DCM,TFSI,1.5,29.8,1.0,11.2,679.0,6344.0,4176748.0,19.3,20.4,78.14,84.93,280.15,0.2670940170940171,0.5341880341880342,0.0993589743589743,104.6290690568062,88.23001018449519,209.7630622823716,0.65767,0.01356,0.32877,2.65108,0.05467,1.3253,4.0310500000000005,0.02105,0.98991,0.16238,1424.66614,137.40678,0.372
DEA/DCM,PF6,1.5,32.2,1.0,-6.2,12703.0,6344.0,9886.0,13.6,20.4,115.17,84.93,144.964,0.2593973162753658,0.5187946325507317,0.1109040255869512,177.36010258286555,88.23001018449519,98.22421574221886,0.5922337305,9.22e-06,0.4077570449,2.19568,3.42e-05,1.51174096,3.70745516,0.149293737,0.99999272,0.172231881,1278.59607,151.281754,0.427545
DMA/DCM,TFSI,0.2,27.8,1.0,11.2,31374.0,6344.0,4176748.0,13.6,20.4,87.12,84.93,280.15,0.3222903758937112,0.6445807517874225,0.0165644361594331,130.98940364974786,88.23001018449519,209.7630622823716,0.66823,0.0,0.33176,2.53109,1e-05,1.25663,3.78773,0.87137,1.0,0.07908,1194.85352,125.70682,0.051396
DMSO/DCD,TFSI,1.5,29.8,3.2,11.2,679.0,19869.0,4176748.0,19.3,16.7,78.14,156.95,280.15,0.2394567205923201,0.4789134411846402,0.1408149191115197,104.6290690568062,143.47530021417475,209.7630622823716,0.42977,0.03664,0.53359,1.64155,0.13994,2.03812,3.81961,0.03883,0.95905,0.04364,1668.86292,185.5925,0.5880599999999999
DME/DCM,TFSI,2.5,20.0,1.0,11.2,8071.0,6344.0,4176748.0,10.2,20.4,90.12,84.93,280.15,0.2325635479894881,0.4651270959789762,0.1511546780157678,135.53372116858102,88.23001018449519,209.7630622823716,0.35095,2e-05,0.64903,1.24243,8e-05,2.29769,3.5402,0.19416,0.99997,0.01499,1446.25867,170.59471,0.64995
DMA/DCM,BF4,1.5,27.8,1.0,7.3,31374.0,6344.0,26255.0,13.6,20.4,87.12,84.93,86.81,0.2651858687754246,0.5303717375508493,0.1022211968368629,130.98940364974786,88.23001018449519,72.88470609916,0.3622168139,1.78e-06,0.637781408,1.43209519,7.03e-06,2.52159384,3.95369606,0.47048488,0.99999865,6.25e-06,1247.36646,130.062073,0.38547
MPL/DCD,BF4,2.0,27.3,3.2,7.3,13387.0,19869.0,26255.0,13.3,16.7,99.13,156.95,86.81,0.2149557621041589,0.4299115242083179,0.1775663568437615,139.65543911138744,143.47530021417475,72.88470609916,0.3282643283,0.01817922866,0.653556443,1.2707301,0.07037284,2.52995459,3.87105753,0.12058466,0.97095213,0.00728145,1550.90051,175.156799,0.8260599999999999
DMA/DCM,PF6,0.5,27.8,1.0,-6.2,31374.0,6344.0,9886.0,13.6,20.4,87.12,84.93,144.964,0.3070328955044243,0.6140657910088486,0.0394506567433634,130.98940364974786,88.23001018449519,98.22421574221886,0.7286719012,0.0,0.2713280988,2.888854,0.0,1.075693,3.964547,0.635737132,1.0,0.148650901,1212.13074,125.969452,0.12849
DMA/DCM,BF4,0.5,27.8,1.0,7.3,31374.0,6344.0,26255.0,13.6,20.4,87.12,84.93,86.81,0.3070328955044243,0.6140657910088486,0.0394506567433634,130.98940364974786,88.23001018449519,72.88470609916,0.5334674503,2.46e-06,0.4665300905,2.06511817,9.52e-06,1.80599541,3.8711231,0.74070486,0.9999994,0.070481,1191.64917,124.789261,0.12849
DMA/DCD,BF4,0.5,27.8,3.2,7.3,31374.0,19869.0,26255.0,13.6,16.7,87.12,156.95,86.81,0.2940294382273553,0.5880588764547107,0.058955842658967,130.98940364974786,143.47530021417475,72.88470609916,0.5995444656,0.0004614370918,0.3999940973,2.30811262,0.00177643,1.53988816,3.84977721,0.54562467,0.99982396,0.05909098,1457.87769,159.223251,0.20051
DEA/DCM,TFSI,2.5,32.2,1.0,11.2,12703.0,6344.0,4176748.0,13.6,20.4,115.17,84.93,280.15,0.2259810401907279,0.4519620803814559,0.161028439713908,177.36010258286555,88.23001018449519,209.7630622823716,0.37503,0.00039,0.62458,1.34354,0.0014,2.23753,3.58247,0.11739,0.9995,0.0057,1430.56836,189.14735,0.7125750000000001
DME/DCD,PF6,2.0,20.0,3.2,-6.2,8071.0,19869.0,9886.0,10.2,16.7,90.12,156.95,144.964,0.2166340271399109,0.4332680542798218,0.1750489592901336,135.53372116858102,143.47530021417475,98.22421574221886,0.3324981821,0.02321413233,0.6442876856,1.15047296,0.08032294,2.22929207,3.46008797,0.070724242,0.96757234,0.016079122,1571.53528,185.332535,0.8080399999999999
DEA/DCD,PF6,0.5,32.2,3.2,-6.2,12703.0,19869.0,9886.0,13.6,16.7,115.17,156.95,144.964,0.2916242596389108,0.5832485192778216,0.0625636105416337,177.36010258286555,143.47530021417475,98.22421574221886,0.7939337963,0.004278083303,0.2017881204,2.88970129,0.01557105,0.73445342,3.63972576,0.410615806,0.99834002,0.426394173,1423.73694,179.222946,0.2145349999999999
DME/DCD,TFSI,1.0,20.0,3.2,11.2,8071.0,19869.0,4176748.0,10.2,16.7,90.12,156.95,280.15,0.2626022835894581,0.5252045671789162,0.1060965746158128,135.53372116858102,143.47530021417475,209.7630622823716,0.41832,0.00721,0.57447,1.41462,0.02439,1.94264,3.38165,0.43076,0.99509,0.04077,1522.74463,188.66051,0.4040199999999999
DME/DCM,BF4,2.0,20.0,1.0,7.3,8071.0,6344.0,26255.0,10.2,20.4,90.12,84.93,86.81,0.2475296540525555,0.495059308105111,0.1287055189211667,135.53372116858102,88.23001018449519,72.88470609916,0.3595757173,6.9e-06,0.640417386,1.17309192,2.25e-05,2.08931923,3.26243365,0.39086799,0.99999414,0.00609998,1245.59045,137.263458,0.5199600000000001
DEA/DCD,PF6,2.5,32.2,3.2,-6.2,12703.0,19869.0,9886.0,13.6,16.7,115.17,156.95,144.964,0.1943502385649178,0.3887004771298357,0.2084746421526232,177.36010258286555,143.47530021417475,98.22421574221886,0.3060608505,0.04545484983,0.6484842997,1.13626195,0.16875277,2.40752136,3.71253608,0.075963169,0.90956909,0.00717191,1573.27795,208.04158,1.0726749999999998
MPL/DCM,BF4,2.5,27.3,1.0,7.3,13387.0,6344.0,26255.0,13.3,20.4,99.13,84.93,86.81,0.2301522457105375,0.460304491421075,0.1547716314341937,139.65543911138744,88.23001018449519,72.88470609916,0.335517122,3.85e-06,0.6644790264,1.3241098,1.52e-05,2.6223496,3.9464746,0.21158402,0.9999949,4.48e-07,1341.08276,137.070328,0.672475
